trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",25,0,-20.785780340619343,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",25,10,4.763625288893793,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,0,-12.66720973736532,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,1,-51.52260336313154,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
189,False,"{'a': 0.002, 'e': 0.686602333042301}",30,0,-56.302816470272234,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",25,7,-63.046279839039784,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,14,11.236113199544084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,0,-103.48490322906594,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",25,0,-35.17166755922588,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",20,0,-62.56788604510438,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-44.920736122650204,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,-33.952214621154255,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,0,-73.14163304009512,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",30,12,-24.229526341915594,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",25,0,-70.28150715066457,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,17,12.204733311274154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,2,-46.03142351405252,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",30,13,-39.32942191509766,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,0,-157.2017501268243,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",30,19,9.820037287151596,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",20,0,-66.45275294776269,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",25,0,-120.26753486056846,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",1
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,12,-46.87240534253118,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,0,-48.34969638992742,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",20,0,-70.90312756855838,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",25,8,4.98370515073216,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,0,-3.296321422222857,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",25,18,12.577716476021774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,1,-22.38968273982806,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",25,0,-34.92911915128844,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,-79.31245386817406,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",20,11,-25.940189194895755,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",30,0,-100.19273951503459,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",30,0,-136.60635578709883,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",30,12,-37.302657148971186,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-60.321776374179166,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",25,0,-129.13724369328216,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",30,0,-73.68270013829289,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",25,0,-180.5375735440264,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",1
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",35,16,-39.53656644645273,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 0}",1
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,0,-30.371415975617506,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,0,9.02272851616312,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,0,-92.46903197697912,"{0: 20, 1: 1, 2: 6, 3: 3, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",25,9,-42.85916884054234,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",20,0,-82.5347008262157,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",25,0,-76.31239024319363,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,0,-7.042511462479103,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,7,-25.214187062355908,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-74.8784693902064,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,3,-49.03508717076348,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 0}",1
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,0,-61.674186603240756,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,0,-36.62524362235008,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,-119.1119871559314,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,3,-10.139386131866367,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,0,-100.92337131789772,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,0,-68.10478677954661,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,0,-17.295751597749,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,-53.611678409382414,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",1
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,10,-64.02964206254705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,9,12.57385740139896,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,2,-67.89255953384225,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,0,-95.29323587629165,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",20,8,-67.57950804135963,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-53.14406049623134,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,0,-70.55228026343747,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,0,-44.93039219186575,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,8,-4.2748332712459565,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",25,0,-49.54509517506061,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",30,15,27.334956647185884,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,0,-18.550167968759002,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,10,-1.6706848117163047,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",30,0,-47.59168600299422,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,15,8.385229728437226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",30,0,-30.359690929634077,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,1,-99.54564101118777,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",25,16,3.688614130494445,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,0,-12.806757154838326,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
262,False,"{'a': 0.002, 'e': 0.593332695123052}",20,0,-92.58328254417967,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",30,17,-45.91470557917863,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",20,0,-25.1057917978388,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",30,8,14.285416610388861,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",35,13,-23.04058331267427,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,0,-67.76914248869365,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,14,5.555625422310557,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",25,0,-8.401572510311073,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",25,10,8.538957308395224,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,0,-75.420470983403,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,8,-38.157383279609995,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",30,21,-32.800278179858275,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,17,15.232224928065438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",20,0,-112.67548194883959,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",25,5,-32.56561676221034,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",25,0,-65.61572837903549,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",30,10,-109.14951335049263,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",20,0,-60.18861454447874,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,0,-82.01200206825578,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",20,14,11.63742193394388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,7,-77.1475227968373,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",25,1,-116.83682839117894,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 3}",1
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",25,0,-41.56701112916117,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",30,0,-70.69960819061019,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,0,-56.355224474191466,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,0,-49.93156297965969,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-49.46186402023319,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,0,-132.7622984232844,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,7,22.546337134392964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",20,5,5.049451355688569,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",20,5,-95.94276606364902,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,0,-53.40722145281986,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",20,10,-25.1482704343907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",20,14,-27.5915970837991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",30,0,-75.49136521678399,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,0,-126.76860315425198,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",20,0,-30.422742849418558,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,0,-6.468795549170588,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",30,4,-22.808795296025117,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940264}",35,3,-89.90215611334493,"{0: 23, 1: 3, 2: 3, 3: 2, 4: 1}",1
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,-22.900153851328213,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",30,13,-4.242195323498053,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",25,3,-82.48209387728679,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,10,0.24223291216178033,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",25,13,-76.09784954670921,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 1}",1
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,0,-2.087193489748216,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,0,-89.92504332662341,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",30,4,5.634514968329606,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",30,8,-66.60903997002588,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",35,16,-65.58754757891232,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,10,-25.789081905552745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.002, 'e': 0.535796957667456}",25,0,-32.25340095697185,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",20,0,-81.79140389708027,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,2,-95.51820254539611,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,0,-25.598734756385372,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",25,1,-26.862552411115924,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,0,-17.051302658489345,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",25,0,-42.45451578177667,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
320,False,"{'a': 0.002, 'e': 0.528348064179391}",20,2,-44.525308712121245,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",35,12,-33.863360875347055,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,0,-86.10790219362634,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",30,0,-116.54478391656366,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 3}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,0,-153.93122723386688,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",30,6,-16.983549550701415,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,15,-11.841755008395186,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",30,16,18.011186488536328,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,9,9.954904991539,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,12,-2.170005768310243,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,12,-10.97998265123161,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",20,0,-14.786851354489368,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",25,0,-55.2744800684094,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,5,-42.62307064468046,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",25,0,-140.1353700204505,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,0,-33.48908461955809,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,0,-201.82790312161163,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 5}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",20,0,-27.922694243211993,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",30,15,4.51172270730304,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",20,9,3.9010120299631708,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",20,12,-4.655925987941036,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,16,5.7868890063350396,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,0,-28.519453663572904,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,2,-19.108431609442185,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",20,9,-46.40828212539966,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,0,14.617125886303658,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,3,-19.652155253386667,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",30,18,-25.145268368183295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",20,7,-29.67797015434157,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",20,8,-3.575113444507944,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",20,0,-22.19898239900672,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,0,-64.18587923980259,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,13,-11.426656793821937,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,0,4.20145325330421,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,2,-49.695351571447276,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,0,2.6064888899904126,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",25,0,-78.04973744201862,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",30,12,23.258722476763964,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",20,5,2.0415442422838974,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",35,0,-26.283715157103334,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",25,0,-102.14363660295139,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",30,0,-4.081961635572524,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
362,False,"{'a': 0.002, 'e': 0.485779724303885}",20,3,-51.768002146461704,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",30,0,6.3989147264182344,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",25,5,-75.72300126924743,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",20,0,-14.63642238094737,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",30,0,-38.141267763874986,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
367,False,"{'a': 0.002, 'e': 0.480946135285778}",25,0,-40.59566074098466,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
368,False,"{'a': 0.002, 'e': 0.479985204266536}",30,0,-81.54041962299453,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
