trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",20,8,18.349701868865907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",30,0,5.7100646909450745,"{0: 26, 1: 3, 2: 0, 3: 1, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,12,4.2351032133034705,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",25,0,-4.924293730215548,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,8,12.187119721077579,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",35,7,32.82077702975331,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",25,5,-26.407931830189746,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",25,11,3.3879532790170863,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",35,13,39.01506536928597,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",30,0,-14.043746293877863,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,0,8.189384707322859,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",25,13,9.729149202906687,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",20,7,-28.964749766461313,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,9,5.337828681584588,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,0,-15.475526623740581,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",20,9,-66.53667913482283,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",30,2,6.671882220976997,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,7,16.378710781499166,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,15,5.867971541880684,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",25,0,-71.96322212596687,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,4,-41.028698859913256,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,5,2.2331851441385497,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",25,0,-5.285220200808841,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,4,-11.206787513517355,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,6,18.126173438676698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",35,25,7.121807400733674,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,0,12.016696631848227,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",20,6,12.17976453664991,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",25,6,-14.42936216819685,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
638,False,"{'a': 0.002, 'e': 0.27971053895169634}",20,2,22.255567262003346,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",30,0,-5.085029076363428,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 0}",0
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",30,2,28.779360590516614,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",25,12,7.708307109026449,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,12,-39.056802396043715,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",30,20,4.83461458846299,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,15,11.827553055739383,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",25,10,-64.46886729205887,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,13,9.719159041803957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",25,10,26.2835110604112,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",25,3,0.9644340550059329,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",30,13,32.364201454448306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",30,0,-72.27868099438905,"{0: 24, 1: 1, 2: 1, 3: 3, 4: 1}",0
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",30,11,18.160968644256492,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",20,14,8.953913332802195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",20,14,11.852692989052427,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,9,-9.425049073693385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",20,3,26.661193995720545,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,0,6.24666180538707,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,3,39.11676644333486,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",30,13,-9.913640186693833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,0,-0.03067016504577147,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",25,10,15.893615935894982,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,10,18.89642859590433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",30,4,-7.395876818872618,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,8,-12.461814127500675,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,8,8.084962643971316,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,10,0.07169326426857969,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",30,0,17.827822627167816,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,14,-2.76512219078965,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",25,0,19.84468847309343,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",25,17,15.034822636193464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,7,11.845210638338857,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,16,9.585816658245607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,5,-24.941573736452447,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",30,0,-61.62066666202196,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",20,13,6.156280238565977,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",20,0,28.581648297560875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,9,-3.1203081918065187,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",35,17,-12.230705709071813,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",25,11,6.712755806142644,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",20,9,10.493569890365553,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",30,21,8.972736992271455,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",20,5,-6.527929439404728,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",25,8,10.266826864027149,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,10,12.398805403385456,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",35,12,14.746357027003704,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,8,-40.85900517200548,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",25,16,-23.11460686297324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,0,6.183921824396579,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",35,18,16.22555240605685,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,3,19.928194432420124,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",30,13,-7.187561030485256,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,10,5.154266304833949,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",25,10,16.799539168943166,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",30,4,-91.13644023455558,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 2}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",25,19,-9.986194509777949,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",30,0,-16.322842055847712,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,6,-12.414766604710955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",30,0,3.9782588516805384,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",25,3,26.354158626855074,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",25,18,13.29971735750401,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,18,-7.507419206817457,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",20,1,-21.21291126314482,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",35,9,-9.320405031047951,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",25,19,10.917049781743637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",20,11,1.5452842439891352,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",20,0,-10.628907863650356,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",20,11,-7.5603749166425676,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",30,7,19.362378431838895,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",25,3,18.84950925038484,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",25,15,17.34444735145255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",20,0,-62.4192169961025,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",20,9,-2.0799283394890526,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",20,9,19.650490601069414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",20,7,17.719836259120065,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",30,20,17.17474064389076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",20,0,-18.18346419311362,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",20,14,-2.674438716683186,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",25,0,-14.46042446660408,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",25,20,8.226808533257575,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",25,14,20.926255244715666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",30,12,10.996750828485858,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",25,11,23.207873245711053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,13,12.857458930720767,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",25,12,26.15102371113298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",25,0,3.24856727213898,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",25,19,14.072895907968288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",20,16,7.683090681446508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",20,12,15.024732697843287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",20,0,10.675033592676748,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",30,14,14.219990319544175,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",25,12,13.842262813754544,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",25,8,9.391535745582825,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,0,9.415484826895987,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",20,0,4.761778461706102,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",20,13,14.232555462993579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",20,0,-61.244389075250815,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",25,14,19.14409982727946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",20,0,11.048855245990922,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",20,15,10.433932291023563,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,6,-9.125944083585571,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",35,0,8.09403941928204,"{0: 32, 1: 0, 2: 2, 3: 1, 4: 0}",0
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",20,0,23.80027345617787,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",20,1,-52.45336751980347,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",25,11,-53.21865063712918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",25,0,-29.61635346422821,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",20,7,10.122294031395853,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",20,13,5.031767862764633,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",20,0,21.734639358989156,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",25,8,13.837749733889781,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",20,0,13.833921832242702,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",20,9,13.742600155617758,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",20,0,20.02979061652907,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",20,0,-16.79818783099619,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",30,16,25.132071032919672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",20,8,9.483924786128831,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",35,20,2.9692278158941807,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",25,0,28.31623956608179,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",20,5,18.00562974884785,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",30,6,-117.41546431380618,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 2}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",20,10,1.546595896813135,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",30,14,-37.65146629509803,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",20,3,-15.336928342254097,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",25,11,26.37350973574835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",25,15,9.113853383465742,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",25,0,-1.0951014060301683,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,13,4.293547702204792,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",20,10,20.265492488761403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",20,3,-40.9523054642272,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",25,5,21.240751914859658,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",25,14,-32.39100070230172,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",25,8,4.190707898895017,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",30,12,16.72210675615892,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",20,7,5.051215093194202,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",25,12,21.55507059631708,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",25,0,-60.25444818579612,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",20,10,16.58710590522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",20,0,29.558645068639823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",25,13,19.428012500108085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",25,15,23.693531262915684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",25,18,14.538902503689444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",20,6,-31.737300729208616,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",30,10,7.930560281375619,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",25,18,15.234875918556584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,8,21.237718159416303,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",25,7,34.30094637551402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",25,12,10.517989977533942,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",20,13,13.099389555611028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",25,18,-0.429526211114333,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",30,8,11.172778385850242,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",25,15,-26.45730807804879,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",25,11,13.174165037047732,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",25,0,21.046786926500015,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",25,14,17.1954918632145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,5,-16.859167322266718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
